Origin,Dest,Reporting_Airline,TotalFlights,DelayedFlights,CancelledFlights,AvgDepDelay,AvgArrDelay
ONT,PDX,OO,267,34,0,-2.50561797752809,-3.5917602996254683
PHX,PDX,OO,267,74,0,4.352059925093633,2.808270676691729
EWR,PHL,YX,267,79,3,5.291666666666667,-12.666666666666666
PHL,EWR,YX,267,44,5,4.511450381679389,-7.877862595419847
SAT,OKC,WN,267,93,1,6.87218045112782,1.0075187969924813
PDX,PHX,OO,267,45,0,4.194756554307116,2.831460674157303
PDX,ONT,OO,267,53,0,2.247191011235955,0.20973782771535582
DEN,SAT,F9,267,108,3,13.890151515151516,9.606060606060606
BUR,STS,OO,267,108,1,10.860902255639099,13.007518796992482
PHX,BOI,MQ,266,84,0,7.31203007518797,0.9735849056603774
BNA,BOS,NK,266,113,15,22.416666666666668,13.326693227091633
DFW,SFO,F9,266,140,13,25.905511811023622,26.16205533596838
BOS,BNA,NK,266,121,15,17.976190476190474,8.481927710843374
JFK,PSE,B6,266,177,6,32.69230769230769,23.06201550387597
RDU,LGA,F9,266,157,7,20.374517374517374,33.45173745173745
LAX,IND,DL,266,83,2,7.037878787878788,2.494296577946768
BOI,PHX,MQ,266,85,1,6.649056603773585,2.8339622641509434
CLT,LGA,F9,266,115,6,20.233716475095786,31.042471042471043
IND,LAX,DL,266,97,2,16.488636363636363,6.765151515151516
SRQ,PHL,F9,266,96,14,23.932539682539684,18.725099601593627
LGA,CLT,F9,266,158,11,23.6875,22.858267716535433
BDL,MYR,NK,266,95,7,8.288461538461538,6.054054054054054
LAX,DFW,F9,265,220,11,41.55859375,40.89370078740158
OAK,BNA,WN,265,85,0,1.5962264150943397,-5.492424242424242
SFO,DFW,F9,265,176,15,38.464,32.212
MYR,BDL,NK,265,75,7,6.007751937984496,3.6705426356589146
DFW,OKC,OO,265,87,1,13.909090909090908,10.015151515151516
PSE,JFK,B6,265,60,9,5.16796875,-3.265625
PHL,SRQ,F9,265,73,12,11.41897233201581,1.0790513833992095
SNA,DTW,DL,265,119,0,16.735849056603772,9.718631178707223
SGF,IAH,OO,265,88,1,21.348484848484848,16.238636363636363
DTW,SNA,DL,265,93,0,10.645283018867925,1.369811320754717
LGA,RDU,F9,265,86,12,15.347826086956522,10.430278884462151
DFW,LAX,F9,265,137,7,18.127906976744185,25.926356589147286
JAX,EWR,YX,265,65,8,7.992217898832685,3.5992217898832686
ORD,ORF,MQ,264,92,1,14.802281368821292,9.625954198473282
SLC,GEG,OO,264,61,0,3.0,-0.7083333333333334
PHL,MSP,OH,264,65,1,8.638783269961976,2.400763358778626
ORF,ORD,MQ,264,50,3,7.187739463601533,-0.14615384615384616
MSP,PHL,OH,264,49,1,7.847908745247148,8.201520912547528
OKC,DFW,OO,264,80,1,13.224334600760455,16.079847908745247
RDU,DCA,AA,264,52,3,11.210727969348659,9.311538461538461
EWR,JAX,YX,264,38,1,-0.6045627376425855,-8.673003802281368
DCA,RDU,AA,264,110,4,23.946153846153845,18.961389961389962
FLL,CVG,G4,263,105,2,13.505747126436782,9.808429118773946
GEG,SLC,OO,263,47,0,-0.06463878326996197,-6.076045627376426
IAH,TUS,UA,263,106,2,10.755725190839694,8.126436781609195
CVG,FLL,G4,263,87,2,12.67816091954023,8.426923076923076
PDX,ORD,AA,263,100,5,19.705426356589147,13.573643410852712
BWI,MEM,WN,263,158,0,12.47148288973384,2.129277566539924
TUS,IAH,UA,263,85,2,19.685823754789272,11.96168582375479
ORD,PDX,AA,263,146,4,27.708812260536398,17.752895752895753
EWR,CLT,NK,262,79,4,11.015503875968992,5.003875968992248
MSP,CLE,9E,262,54,0,5.49236641221374,-0.5038167938931297
CLT,EWR,NK,262,117,11,23.285714285714285,24.552845528455286
SYR,MCO,F9,261,114,9,24.05952380952381,11.527777777777779
CLE,MSP,9E,261,74,1,9.623076923076923,1.4092664092664093
PIE,ABE,G4,261,95,6,15.64313725490196,11.380392156862746
JLN,DEN,OO,261,63,4,12.809338521400779,2.66403162055336
DEN,JLN,OO,261,89,4,13.657587548638132,7.56640625
MFE,IAH,OO,261,33,6,8.372549019607844,2.4862745098039216
IAH,MFE,OO,261,77,7,11.98031496062992,3.7125984251968505
ABE,PIE,G4,261,56,6,6.031372549019608,-0.8228346456692913
MCO,SYR,F9,261,67,3,5.0271317829457365,3.562015503875969
CLE,SRQ,F9,260,119,10,17.532,11.815261044176706
SRQ,CLE,F9,260,88,9,27.00796812749004,31.05577689243028
SLC,MCO,NK,260,90,1,16.42084942084942,2.2625482625482625
PHX,FLL,NK,260,104,7,16.932806324110672,14.285714285714286
CHS,MSP,DL,260,107,2,21.848837209302324,16.44747081712062
DEN,CID,F9,260,93,4,11.77734375,4.08203125
CID,DEN,F9,260,63,5,9.105882352941176,6.9411764705882355
LAX,PAE,AS,260,60,9,1.904382470119522,-0.3665338645418327
MCO,SLC,NK,260,112,1,15.698841698841699,9.887596899224807
PAE,LAX,AS,260,35,7,-4.5810276679841895,-8.371541501976285
MSP,CHS,DL,259,61,2,3.007782101167315,-2.08984375
OKC,SAT,WN,259,99,0,6.239382239382239,2.945736434108527
SEA,RDD,OO,259,88,0,6.135135135135135,6.613899613899614
PIT,LAX,NK,259,147,8,23.322709163346612,8.557768924302788
FLL,PHX,NK,259,156,7,27.308300395256918,16.746031746031747
RDD,SEA,OO,259,123,1,11.228682170542635,13.434108527131784
LAX,PIT,NK,259,94,7,10.083333333333334,3.761904761904762
DFW,TYS,OH,259,87,1,24.984496124031008,20.709302325581394
FNT,SFB,G4,258,72,2,8.55859375,3.94921875
LAS,SEA,F9,258,89,5,14.15810276679842,9.019762845849803
DFW,CHS,MQ,258,88,4,9.05511811023622,3.015748031496063
TYS,DFW,OH,258,64,2,11.51171875,1.9881889763779528
SEA,LAS,F9,258,102,7,20.38645418326693,9.749003984063744
CVG,DFW,F9,258,97,5,12.687747035573123,15.011904761904763
DFW,CVG,F9,258,121,6,24.944664031620555,19.658730158730158
SFB,FNT,G4,258,100,2,13.484375,9.578125
EWR,MCI,YX,258,43,2,1.7821011673151752,-9.258823529411766
ATL,CHO,DL,257,53,0,4.132295719844358,-1.0194552529182879
CHS,DFW,MQ,257,74,4,7.845849802371541,3.7509881422924902
MCI,EWR,YX,257,57,13,15.336065573770492,11.05857740585774
RDU,MIA,MQ,257,90,2,7.768627450980392,5.818897637795276
LGA,PIT,AA,257,82,3,23.254901960784313,15.807086614173228
DEN,GTF,UA,257,117,2,16.75686274509804,10.486274509803922
CHO,ATL,DL,257,36,0,9.614785992217898,-1.2879377431906616
MIA,RDU,MQ,257,60,2,2.827450980392157,-1.815686274509804
SLC,MSO,DL,256,79,2,14.881889763779528,8.964566929133857
SJU,JAX,F9,256,92,8,17.10483870967742,14.607287449392713
PIT,LGA,AA,256,63,3,19.790513833992094,22.6984126984127
CVG,MIA,F9,256,97,4,15.363636363636363,10.642857142857142
EWR,SJU,NK,256,130,8,23.403225806451612,12.40725806451613
SJU,EWR,NK,256,79,6,14.8,6.168
JAX,SJU,F9,256,97,9,23.469635627530366,19.668016194331983
SFB,MDT,G4,256,112,3,12.134387351778656,10.557768924302788
LAX,BUF,B6,256,93,3,9.5098814229249,5.099206349206349
MDT,SFB,G4,256,126,3,36.21343873517787,30.78174603174603
GTF,DEN,UA,256,60,6,7.932,-2.704
MIA,CVG,F9,255,78,4,9.792828685258964,5.199203187250996
ELP,ORD,OO,255,73,3,12.079365079365079,8.94758064516129
ORD,ELP,OO,255,61,1,9.062992125984252,7.92094861660079
ABQ,JFK,B6,255,149,5,48.7609561752988,45.108
MDW,MIA,F9,255,113,11,37.43032786885246,26.90983606557377
MSO,SLC,DL,255,62,2,10.059288537549406,4.383399209486166
ORD,SAV,YX,255,52,2,3.3636363636363638,-8.351778656126482
BUR,SLC,WN,255,106,0,6.525490196078431,0.31225296442687744
BUF,LAX,B6,255,113,5,15.278884462151394,3.012
JFK,ABQ,B6,255,158,4,30.756972111553786,21.476
JFK,ACK,B6,255,88,12,24.418032786885245,15.473251028806585
AVL,CLT,AA,254,115,14,38.99583333333333,36.229166666666664
DEN,CLE,F9,254,103,4,12.452,4.648
RDU,FLL,WN,254,137,3,11.92430278884462,6.334661354581673
SFO,MCI,OO,254,114,2,16.66269841269841,1.7410358565737052
MCI,SFO,OO,254,55,2,7.7976190476190474,3.7976190476190474
FLL,RDU,WN,254,158,3,23.43027888446215,18.896
ACK,JFK,B6,254,75,16,24.551867219917014,14.61344537815126
MIA,MDW,F9,254,93,10,19.295081967213115,13.292181069958847
CLT,AVL,AA,254,158,13,84.55186721991701,79.00836820083683
CLE,DEN,F9,254,131,5,25.502008032128515,23.008032128514056
LAS,IAH,F9,253,82,4,17.823293172690764,12.94758064516129
DFW,GNV,MQ,253,64,3,5.372,-1.632
IAH,LAS,F9,253,121,7,35.90650406504065,26.028455284552845
DCA,RSW,B6,252,45,5,5.295546558704453,0.24081632653061225
GNV,DFW,MQ,252,100,2,10.772,3.0080321285140563
SAV,ORD,YX,252,28,2,-2.936,-10.939759036144578
RDU,PHL,OH,252,76,2,17.316,12.012
RSW,DCA,B6,252,58,6,5.073170731707317,0.1510204081632653
FLL,BDL,NK,252,111,2,12.908,8.356
PHL,RDU,OH,252,58,2,8.096,4.244979919678715
BOS,MKE,B6,251,95,0,14.06772908366534,3.1593625498007967
DTW,LEX,YX,251,34,1,1.676,-0.724
TYS,DCA,MQ,251,77,3,10.439516129032258,6.57085020242915
BDL,FLL,NK,251,87,3,11.248995983935743,6.647773279352227
BGR,PHL,AA,251,99,6,24.089430894308943,25.418032786885245
PHL,BGR,AA,251,129,6,22.369918699186993,20.91322314049587
DCA,TYS,MQ,251,78,3,7.370967741935484,0.4798387096774194
DEN,FSD,F9,251,81,4,10.433198380566802,5.105263157894737
MKE,BOS,B6,251,70,0,12.123505976095618,6.896
FSD,DEN,F9,251,83,4,11.352226720647772,11.562753036437247
LEX,DTW,YX,251,48,1,3.472,0.54
AUS,MCO,NK,250,122,9,19.116182572614107,9.323651452282158
DTW,SAV,DL,250,39,3,1.4453441295546559,-1.1497975708502024
PHX,IAD,WN,250,145,0,8.248,0.8380566801619433
DFW,FCA,AA,250,90,2,9.790322580645162,5.153846153846154
FCA,DFW,AA,250,120,2,32.971774193548384,27.90650406504065
SLC,BUR,WN,250,130,0,15.552,9.971887550200803
IAD,PHX,WN,250,174,1,16.746987951807228,11.818548387096774
MSN,LGA,YX,250,38,2,0.9395161290322581,-4.267206477732794
SAV,DTW,DL,250,111,3,11.040485829959515,0.6558704453441295
MCO,AUS,NK,249,96,4,9.114285714285714,7.077551020408163
HOU,SAV,WN,249,129,3,16.109756097560975,8.987804878048781
SAV,HOU,WN,249,118,2,11.267206477732794,6.650406504065041
LGA,MSN,YX,249,43,4,-0.19591836734693877,-8.444897959183674
MSO,SEA,AS,249,135,0,15.088353413654618,5.7028112449799195
STT,EWR,UA,249,64,1,7.157258064516129,-2.5826446280991737
BTV,DTW,9E,249,64,3,13.300813008130081,5.784552845528455
EWR,STT,UA,249,59,0,1.357429718875502,-7.217741935483871
ATL,JAN,9E,249,50,1,2.032258064516129,-1.7540322580645162
SNA,LAS,F9,249,74,4,23.244897959183675,19.081632653061224
SEA,MSO,AS,249,120,0,10.967871485943775,15.419354838709678
MEM,LAX,DL,248,123,2,11.252032520325203,1.6571428571428573
LAX,MEM,DL,248,105,1,15.255060728744938,15.269387755102041
CLE,LGA,F9,248,96,9,14.75609756097561,9.447698744769875
JAN,ATL,9E,248,55,1,5.635627530364372,3.437246963562753
DTW,CHS,OO,248,85,0,11.588709677419354,13.274193548387096
DTW,BTV,9E,248,51,3,6.6204081632653065,2.860655737704918
ORD,TUS,UA,248,71,3,7.6938775510204085,-2.726530612244898
BWI,MIA,NK,248,125,7,24.269709543568464,12.282157676348548
ISP,FLL,F9,248,75,5,10.930327868852459,1.823045267489712
MCO,LAX,B6,248,128,0,22.858870967741936,11.310483870967742
TUS,ORD,UA,248,66,6,8.735537190082646,2.1576763485477177
LAS,SNA,F9,248,58,3,10.922448979591836,9.852459016393443
LGA,CLE,F9,248,104,9,27.02928870292887,23.497907949790793
CHS,DTW,OO,248,120,0,17.258064516129032,14.209677419354838
MIA,BWI,NK,247,70,6,7.2190082644628095,3.863070539419087
LAX,MCO,B6,247,160,0,27.178137651821864,18.658536585365855
LBB,DEN,WN,247,76,1,6.162601626016261,-4.0894308943089435
MSN,LGA,9E,247,33,10,3.240506329113924,-7.101694915254237
LGA,MSN,9E,247,77,14,13.423076923076923,5.081896551724138
ATL,ORD,NK,247,146,6,30.04564315352697,28.991666666666667
DEN,LBB,WN,247,144,0,16.032388663967613,10.635627530364372
MEM,BWI,WN,247,121,1,14.012195121951219,6.487804878048781
ISP,PBI,F9,247,100,6,22.116182572614107,15.340248962655602
FLL,ISP,F9,247,121,10,20.447257383966246,17.382978723404257
MSP,PSC,DL,246,99,2,10.545081967213115,7.016460905349795
PBI,ISP,F9,246,140,8,28.53361344537815,23.096638655462186
PSC,MSP,DL,246,34,2,13.868852459016393,3.307377049180328
MYR,LBE,NK,245,39,6,-0.5271966527196653,-7.189075630252101
ORD,ATL,NK,245,172,6,41.89958158995816,31.80252100840336
PHX,STS,OO,245,52,0,2.093877551020408,3.5578512396694215
DEN,MTJ,OO,245,78,2,9.184426229508198,4.68724279835391
DTW,MQT,OO,245,71,4,7.074074074074074,2.8535564853556483
STS,PHX,OO,245,91,0,7.951020408163266,5.510204081632653
MQT,DTW,OO,245,60,4,8.240663900414937,3.308333333333333
LBE,MYR,NK,245,37,5,-0.32083333333333336,-5.7615062761506275
MTJ,DEN,OO,245,44,3,4.206611570247934,-2.0991735537190084
ABQ,MSP,DL,244,19,2,-0.39669421487603307,-7.454545454545454
ECP,ORD,OO,244,76,2,10.016528925619834,5.971074380165289
RST,MSP,9E,244,63,5,12.96652719665272,8.853556485355648
TPA,DFW,F9,244,96,4,24.5,25.45
MSP,ABQ,DL,244,73,1,6.135802469135802,2.5208333333333335
DCA,CVG,MQ,244,75,2,5.144628099173554,-3.8140495867768593
ORD,EGE,UA,244,79,2,8.347107438016529,0.33195020746887965
CVG,DCA,MQ,244,101,1,8.559670781893004,7.33609958506224
ORD,STL,OO,244,79,2,14.5,11.855371900826446
IAH,MCO,WN,244,114,3,16.759336099585063,10.1625
DAY,LGA,YX,244,27,2,1.8760330578512396,-0.8429752066115702
ORD,ECP,OO,244,49,2,6.661157024793388,3.5625
LGA,DAY,YX,244,25,2,-3.1942148760330578,-9.384297520661157
MCO,PHX,F9,243,76,3,7.233333333333333,-0.5355648535564853
DFW,TPA,F9,243,89,3,26.945833333333333,21.341666666666665
MSP,ORD,OO,243,83,3,13.225,11.744769874476987
EGE,ORD,UA,243,79,3,15.733333333333333,14.686192468619247
ORD,SJU,AA,243,71,0,6.111111111111111,2.205020920502092
MSP,RST,9E,243,76,5,14.682008368200837,9.11344537815126
SJU,ORD,AA,243,106,0,27.954732510288064,32.36820083682009
RSW,MCI,WN,243,96,2,13.427385892116183,8.950207468879668
AUS,RDU,MQ,243,105,5,19.907563025210084,13.873949579831933
RDU,AUS,MQ,243,29,5,-1.7899159663865547,-6.514767932489452
MCW,FOD,OO,243,62,8,14.45531914893617,12.330472103004292
SUN,LAX,OO,242,32,2,7.316666666666666,3.9625
VPS,BWI,WN,242,101,0,7.971074380165289,2.2644628099173554
LAX,SUN,OO,242,64,2,6.579166666666667,0.9874476987447699
BWI,VPS,WN,242,122,0,9.880165289256198,2.34297520661157
STL,ORD,OO,242,81,1,21.863070539419088,18.107883817427386
PHL,BDL,AA,241,96,11,28.547826086956523,26.55217391304348
DFW,MIA,F9,241,150,14,38.16299559471366,29.26431718061674
SFO,SUN,OO,241,66,3,7.38655462184874,-1.2844827586206897
MIA,DFW,F9,240,85,11,20.76086956521739,21.77292576419214
CLT,BHM,MQ,240,114,2,16.449579831932773,11.768907563025211
JFK,MVY,B6,240,89,20,22.40990990990991,16.84862385321101
MSN,DEN,F9,240,77,1,15.205020920502092,12.98744769874477
BUF,BNA,WN,240,103,0,7.3125,-3.221757322175732
BNA,BUF,WN,240,134,0,11.104166666666666,-2.629166666666667
BNA,OMA,WN,240,92,2,5.348739495798319,-9.523206751054852
SAN,SMF,NK,240,62,5,6.75,8.615384615384615
BUF,TPA,F9,240,99,9,23.775862068965516,14.285714285714286
DEN,MSN,F9,240,88,0,12.1625,7.233333333333333
ORD,MSP,OO,240,99,2,14.134453781512605,13.160337552742616
SUN,SFO,OO,240,99,4,25.720338983050848,25.046610169491526
MVY,JFK,B6,240,72,23,27.220183486238533,27.23041474654378
PHX,MCO,F9,240,113,5,26.038297872340426,12.8
TPA,BUF,F9,240,75,5,10.436440677966102,5.531914893617022
SMF,SAN,NK,240,76,4,14.025423728813559,14.127118644067796
JFK,STT,DL,239,71,0,8.0418410041841,-0.20502092050209206
PHL,SDF,YX,239,50,5,6.769230769230769,6.217948717948718
AUS,CVG,OO,239,80,0,8.887029288702928,9.460251046025105
STT,JFK,DL,239,94,3,8.432203389830509,3.0811965811965814
IND,TPA,NK,239,68,9,11.121739130434783,6.362445414847161
BHM,CLT,MQ,239,49,2,3.3797468354430378,3.890295358649789
BDL,PHL,AA,239,49,11,0.75,-3.1491228070175437
CLT,AVP,OH,239,67,1,7.605042016806722,9.244725738396625
CVG,AUS,OO,239,59,0,6.870292887029288,7.256302521008403
TPA,IND,NK,239,64,7,5.392241379310345,1.9482758620689655
AVP,CLT,OH,239,95,3,25.21186440677966,11.336170212765957
MSP,JFK,9E,238,50,4,4.97008547008547,-3.076923076923077
MCI,RSW,WN,238,108,2,8.254237288135593,2.6271186440677967
MCO,IAH,WN,238,140,3,19.387234042553192,15.939655172413794
JAX,JFK,YX,238,56,3,4.3008474576271185,0.2723404255319149
SLC,BUR,DL,238,47,0,7.815126050420168,5.076595744680851
BUR,SLC,DL,238,96,1,28.877637130801688,22.427966101694917
CVG,LAS,F9,238,128,2,27.389830508474578,17.425531914893618
EUG,DEN,WN,238,70,6,7.271551724137931,-6.913419913419913
MIA,BOS,NK,238,74,2,13.495762711864407,5.6991525423728815
JFK,MSP,9E,238,58,3,8.191489361702128,-4.872340425531915
BOS,MIA,NK,237,97,3,21.49145299145299,8.350427350427351
DEN,FAT,UA,237,114,1,13.165254237288135,8.372881355932204
ORD,LGA,OO,237,74,7,11.504347826086956,5.656521739130435
SDF,PHL,YX,237,47,2,0.6553191489361702,-0.21367521367521367
FAT,DEN,UA,237,94,1,11.677966101694915,3.8983050847457625
LGA,ORD,OO,237,67,7,19.53913043478261,6.160869565217391
SDF,PHL,OH,237,73,7,29.85217391304348,28.716157205240176
SDF,DFW,OH,237,79,1,30.588983050847457,22.961702127659574
LAS,CVG,F9,237,111,2,29.059574468085106,23.72340425531915
CLE,PHX,AA,237,46,3,12.2991452991453,6.9743589743589745
DEN,EUG,WN,237,152,5,16.29741379310345,13.668103448275861
EWR,MSP,YX,237,53,5,2.6767241379310347,-9.081896551724139
MSP,EWR,YX,237,60,5,15.293103448275861,6.536796536796537
BDL,LGA,9E,236,52,10,6.748898678414097,0.3495575221238938
PHX,CLE,AA,236,86,2,14.025641025641026,6.316239316239316
MCO,PWM,F9,236,63,9,9.114537444933921,8.105726872246697
PIT,MSP,9E,236,52,0,7.694915254237288,-4.156779661016949
DFW,SDF,OH,236,79,2,23.264957264957264,13.802575107296137
OAK,STL,WN,236,73,0,2.2711864406779663,-6.85531914893617
MSP,PIT,9E,236,40,0,3.711864406779661,-0.3855932203389831
PWM,MCO,F9,236,67,13,12.708520179372197,-2.6063348416289593
PHL,SDF,OH,236,64,4,21.781115879828327,19.627705627705627
DFW,AVL,AA,235,124,10,46.11555555555555,39.263392857142854
PIE,FNT,G4,235,106,3,15.060344827586206,10.060344827586206
LGA,OMA,9E,235,71,15,13.81081081081081,1.0138248847926268
RNO,SEA,OO,235,81,1,8.32905982905983,7.581196581196581
CMH,LGA,NK,235,52,3,4.339055793991417,-9.607758620689655
SEA,RNO,OO,235,93,0,8.557446808510639,7.423076923076923
LGA,CMH,NK,235,46,3,4.525862068965517,-7.008658008658009
JFK,DTW,B6,235,97,1,12.448717948717949,7.532188841201717
LGA,BDL,9E,235,77,12,12.72645739910314,4.286995515695067
AVL,DFW,AA,235,169,12,66.1390134529148,57.88990825688074
DTW,JFK,B6,235,77,1,16.60683760683761,12.692307692307692
FNT,PIE,G4,235,79,3,6.163793103448276,1.6462882096069869
DEN,MAF,WN,234,89,1,9.412017167381974,5.478448275862069
OMA,LGA,9E,234,46,12,21.05829596412556,13.506787330316742
PSP,SJC,WN,234,101,2,7.452586206896552,0.15948275862068967
MAF,DEN,WN,234,88,1,7.03862660944206,2.689655172413793
OKC,BNA,WN,234,104,0,10.914529914529915,5.304721030042918
BNA,OKC,WN,234,123,0,10.35897435897436,1.7521367521367521
SJC,PSP,WN,234,99,1,6.068669527896995,-1.0042918454935623
SLC,SFO,F9,234,94,3,14.1991341991342,26.83116883116883
CVG,LGA,F9,234,93,4,19.614718614718615,16.535087719298247
SFO,SLC,F9,234,133,8,22.238938053097346,19.54424778761062
DSM,IAH,UA,233,48,6,5.290748898678414,3.101769911504425
SEA,SIT,AS,233,122,0,12.553648068669528,14.779220779220779
LAX,DAL,DL,233,51,0,5.171673819742489,3.2813852813852815
MSY,LGA,B6,233,83,0,25.34763948497854,15.176724137931034
PHX,MSP,F9,233,84,2,12.372294372294371,6.848484848484849
LGA,CVG,F9,233,87,7,22.47787610619469,21.32300884955752
AUS,CVG,9E,233,69,1,19.935344827586206,16.689655172413794
DAL,LAX,DL,233,61,0,6.15450643776824,3.128755364806867
CVG,AUS,9E,233,44,1,3.0991379310344827,1.2857142857142858
MSP,PHX,F9,233,87,2,13.995670995670995,2.878787878787879
OMA,BNA,WN,233,117,1,8.168103448275861,-4.004310344827586
SIT,SEA,AS,233,88,2,9.03896103896104,8.734782608695653
HPN,ACK,B6,232,43,6,3.495575221238938,1.436936936936937
MSO,DFW,AA,232,88,1,17.07792207792208,11.29004329004329
JFK,JAX,YX,232,46,2,3.982608695652174,-2.4956521739130433
IAH,DSM,UA,232,132,5,26.612334801762113,24.93777777777778
ACK,HPN,B6,232,47,10,7.608108108108108,3.48868778280543
LGA,MSY,B6,232,90,0,18.40948275862069,1.6565217391304348
DFW,MSO,AA,232,103,1,15.818181818181818,9.729257641921397
SRQ,CVG,G4,232,57,7,6.924444444444444,3.911111111111111
AUS,AMA,WN,231,119,0,11.601731601731602,7.103896103896104
STL,OAK,WN,231,175,0,23.264069264069263,18.471861471861473
LGA,PNS,9E,231,55,3,6.81140350877193,-6.938325991189427
CVG,SRQ,G4,231,51,7,12.241071428571429,6.635135135135135
LGA,CHS,NK,231,78,4,9.295154185022026,4.744493392070485
CHS,HOU,WN,231,82,2,7.864628820960698,3.1578947368421053
BOS,MCI,DL,231,49,1,4.947826086956522,-0.7956521739130434
AUS,LAS,NK,231,105,1,13.808695652173913,9.3
AMA,AUS,WN,231,58,1,6.2,5.995652173913044
LAS,AUS,NK,231,61,0,6.1731601731601735,1.225108225108225
MCI,BOS,DL,231,51,1,4.908695652173913,-2.8869565217391306
CHS,LGA,NK,231,101,8,23.513392857142858,17.569506726457398
PNS,LGA,9E,231,73,3,19.17543859649123,12.458149779735683
BOS,TPA,NK,231,114,6,17.893805309734514,7.169642857142857
HNL,SLC,HA,231,75,0,2.303030303030303,-10.978354978354979
HOU,CHS,WN,231,147,1,19.708695652173912,12.691304347826087
PGD,AVL,G4,230,88,8,15.432432432432432,16.710407239819006
SDF,MIA,MQ,230,93,1,12.213973799126638,8.074235807860262
DTW,MSY,NK,230,68,1,6.842794759825328,-0.6943231441048034
DFW,GGG,MQ,230,90,5,19.786666666666665,16.058035714285715
GGG,DFW,MQ,230,79,5,17.795555555555556,14.8
DEN,XNA,UA,230,90,1,11.707423580786026,7.087719298245614
TPA,BOS,NK,230,62,7,7.139013452914798,1.4349775784753362
MSY,DTW,NK,230,75,1,10.602620087336245,4.637554585152839
MSY,MIA,NK,230,94,4,14.557522123893806,7.039823008849558
ATL,DHN,OO,230,68,4,20.669603524229075,17.36888888888889
AVL,PGD,G4,230,81,8,15.824324324324325,16.39366515837104
MCI,MSP,WN,230,100,1,7.08296943231441,-1.960698689956332
MIA,MSY,NK,230,83,4,16.756637168141594,10.942477876106194
SLC,HNL,HA,230,103,0,6.569565217391304,-0.21397379912663755
DHN,ATL,OO,230,45,3,15.0,11.539823008849558
SFB,BGR,G4,229,61,4,2.6933333333333334,-2.357142857142857
BGR,SFB,G4,229,89,6,10.663677130044842,0.6681614349775785
SAN,ATL,AS,229,88,5,11.426666666666666,23.017857142857142
MIA,SDF,MQ,229,84,1,11.100877192982455,10.50438596491228
ATL,SAN,AS,229,126,8,23.90497737556561,25.26605504587156
IND,PIE,G4,228,76,9,15.141552511415526,12.479452054794521
ATL,MDT,9E,228,58,3,7.32,2.6577777777777776
PIE,IND,G4,228,92,9,16.08219178082192,14.515981735159817
ORD,BZN,AA,228,92,0,9.526315789473685,0.42290748898678415
BZN,ORD,AA,228,91,0,30.25877192982456,31.855263157894736
SFO,BZN,UA,228,98,5,15.071748878923767,5.0225225225225225
BNA,LAX,NK,228,134,8,21.836363636363636,10.406392694063927
BZN,SFO,UA,228,95,6,19.067264573991032,11.873873873873874
EWR,JAC,UA,227,94,11,30.4147465437788,26.330143540669855
MDT,ATL,9E,227,66,3,10.267857142857142,-0.6367713004484304
ATL,TTN,F9,226,93,2,18.205357142857142,12.388392857142858
ORD,IAH,MQ,226,60,3,7.654708520179372,1.4681818181818183
PSP,SEA,DL,226,50,0,0.9336283185840708,-12.457777777777778
JAC,EWR,UA,226,117,13,42.08372093023256,33.905660377358494
LAX,BNA,NK,226,86,6,15.031818181818181,5.509090909090909
SAT,SFO,OO,226,93,2,26.897321428571427,22.236607142857142
SJC,BOI,OO,226,61,0,3.2787610619469025,0.4823008849557522
SFO,SAT,OO,226,62,0,6.9734513274336285,-3.071111111111111
SMF,BNA,WN,226,142,0,8.367256637168142,4.928888888888889
SEA,PSP,DL,225,41,0,0.07555555555555556,-1.6741071428571428
ORD,AVL,YX,225,29,1,-2.5089285714285716,-8.90134529147982
AVL,ORD,YX,225,22,0,-0.6444444444444445,-8.053333333333333
MKE,PHL,YX,225,40,4,2.1085972850678734,5.126696832579186
XNA,DEN,UA,225,61,1,10.09375,5.080357142857143
PHL,MKE,YX,225,45,7,4.3881278538812785,-0.6898148148148148
TTN,ATL,F9,225,68,3,10.22072072072072,10.211711711711711
IAH,ORD,MQ,225,95,4,23.63348416289593,17.072727272727274
BNA,SMF,WN,225,171,0,15.795555555555556,9.151111111111112
BOI,SJC,OO,225,15,0,-3.6266666666666665,-6.582222222222223
FAR,MSP,9E,224,54,1,5.260089686098655,-2.273542600896861
DFW,MSO,MQ,224,73,1,10.210762331838565,6.366515837104072
MSP,FAR,9E,224,45,1,6.84304932735426,-0.4304932735426009
MSO,DFW,MQ,224,80,3,9.796380090497738,7.63013698630137
IAH,ONT,UA,224,149,2,27.166666666666668,23.0
DFW,PVU,OO,224,95,4,19.572727272727274,23.767123287671232
PVU,DFW,OO,223,97,4,26.767123287671232,22.795348837209303
MSP,ORD,YX,223,55,1,6.837837837837838,7.292792792792793
ONT,IAH,UA,223,86,2,5.067873303167421,1.411764705882353
IAH,HOB,OO,223,95,6,40.43778801843318,36.43518518518518
DEN,HOB,OO,223,92,2,31.728506787330318,32.484162895927604
DEN,SHV,OO,223,68,2,13.09049773755656,7.277272727272727
ORD,MSP,YX,223,55,1,6.157657657657658,4.153153153153153
SMF,ORD,AA,223,72,9,47.77570093457944,38.09345794392523
SHV,DEN,OO,222,56,1,11.552036199095022,7.036199095022624
